,user-screen_name,text,user-location,lang,retweet_count,created_at,hashtags,SocialEmotionalLearning,STEMeducation,EnglishLanguageDevelopment,ESSER,k12
6826,KPloves2read,"#K12 #Superintendents and #Principals, give your #teachers and their #strugglingreaders a fresh start by joining over 17,500 schools using the @Learning_Ally #Audiobook Solution! 

Getting started is easy! Just click the link below: 
https://t.co/cgxsMoxRiu https://t.co/wpWgza4DwH",Pittsburgh. Pa,en,0.0,Sat Jul 10 00:14:04 +0000 2021,"['K12', 'Superintendents', 'Principals', 'teachers', 'strugglingreaders']",False,False,False,False,True
6827,RudraSekhri,"Meteor soaring across Indian communities

#astronomy #science #space #STEMeducation #Astrophotography https://t.co/R44pAIRgor",,en,1.0,Sat Jul 10 00:15:36 +0000 2021,"['astronomy', 'science', 'space', 'STEMeducation', 'Astrophotography']",False,True,False,False,False
6828,RudraSekhri,"Look at the view!

#astronomy #space #science #STEMeducation #outreach #universe #dragon #Earth #ASTRO #Astrophotography #SpaceX #NASA https://t.co/ohfDF1alvX",,en,1.0,Sat Jul 10 00:15:38 +0000 2021,"['astronomy', 'space', 'science', 'STEMeducation', 'outreach', 'universe', 'dragon', 'Earth', 'ASTRO', 'Astrophotography']",False,True,False,False,False
6830,MrsKosmicki,So to paraphrase: Here are 7 *simple language swaps *that will help your work be high quality* in teacher-student communications @ELmagazine  #ESL #MLL,,en,1.0,Sat Jul 10 00:18:20 +0000 2021,,False,False,True,False,False
6833,marlabkeenan,@TexasTribune White supremacy IS morally wrong. Sure... Teach our kids social and emotional learning (no bullying etc) but do allow bullying based on race. 🙄,deep in the ❤️ of Texas,en,0.0,Sat Jul 10 00:23:34 +0000 2021,,False,False,False,False,False
6835,TIC_DDE,DDE_AGiarratano: RT @FTSBrethauer: Thank you for the shout out to our middle schools!!! #FTSproud @DDEGambino @DDE_AGiarratano @CTB_TSmith @CTBMsHarms @DottieSpecht https://t.co/EYShhn9cVz,"Freehold, NJ",en,0.0,Sat Jul 10 00:24:37 +0000 2021,['FTSproud'],False,False,False,False,False
6838,SkylarPrimm,Wisconsin educator @SkylarPrimm successfully built a restorative culture over the first half of this school year. 🍎 Here's how he did it: #K12 #SEL https://t.co/AVwzU1oTLR,"Madison, Wisconsin",en,2.0,Sat Jul 10 00:25:44 +0000 2021,,True,False,False,False,True
6841,SarahEBlodgett,"@KarenSpilka I'm particularly proud of the new $6M investment in Social Emotional Learning (SEL) grants for K-12 schools, including $1M for a NEW pilot program to provide mental health screenings for K-12 students. #mapoli",,en,0.0,Sat Jul 10 00:29:53 +0000 2021,,True,False,False,False,False
6842,S2TEMCentersSC,"Landscape #architects design everything from skateboard parks to healing gardens, aquariums, and theme parks.
Introduce PreK-12 students to landscape architecture via a two-day virtual event!
https://t.co/A8OcmqTIto
#STEMeducation #Careers #DesignThinking #educator https://t.co/OcZ1PK8Nav",South Carolina,en,0.0,Sat Jul 10 00:30:05 +0000 2021,['architects'],False,True,False,False,False
6844,SEL4MA,How to Be an Active Bystander When You See Casual Racism: A few small actions can go a long way  #antiracism #equity #activebystander #sel @nytimes https://t.co/4OWnccsITo,Massachusetts,en,2.0,Sat Jul 10 00:30:52 +0000 2021,"['antiracism', 'equity']",True,False,False,False,False
6845,SEL4SC,"When schools reopen, their doors must be open equally to all. #SEL #antiracism #equity https://t.co/es9v63IetB",,en,4.0,Sat Jul 10 00:30:52 +0000 2021,"['SEL', 'antiracism', 'equity']",True,False,False,False,False
6848,KarenSpilka,"In the FY22 budget, I'm particularly proud of the new $6M investment in Social Emotional Learning (SEL) grants for K-12 schools, including $1M for a NEW pilot program to provide mental health screenings for K-12 students. #mapoli https://t.co/UmzicOlDgV",,en,0.0,Sat Jul 10 00:31:18 +0000 2021,,True,False,False,False,False
6850,education_24x7,"Appreciate, connect, and care while empowering courageous continuous improvement with a #GrowthMindset.

#Education #Learning #SEL #EdChat https://t.co/IF8eqikiPL",Delhi,en,2.0,Sat Jul 10 00:32:41 +0000 2021,"['GrowthMindset', 'Education']",True,False,False,False,False
6852,JonathanHerrick,How to Make Assembling Your eNewsletter a Cinch: A Lesson for K12 Communicators- https://t.co/WfzCZ92cIb #enewsletter #edtech #education @Benchmark__ONE #K12,St. Louis,en,0.0,Sat Jul 10 00:34:01 +0000 2021,,False,False,False,False,True
6856,tregammage,"Restorative circles provide opportunities for student voice and engagement. There are several types of Circles, from restorative, check-in, celebration, and several more that we'll talk about in this video.

https://t.co/ozpxt72lFt

#restorative #sel #voice #engagement #circle https://t.co/KF4deIZxpX",,en,0.0,Sat Jul 10 00:40:10 +0000 2021,,True,False,False,False,False
6859,AlisynGayle,"THIS!👇
Vaxxed can still catch &amp; pass COVID, even though they’re protected from serious illness, hospitalization &amp; death. More serious variants are continuing to develop.
Please, let’s not blow the progress we’ve made &amp; let’s protect all of our country’s youth. They’re our future",,en,0.0,Sat Jul 10 00:44:16 +0000 2021,,False,False,False,False,False
6861,teacher2teacher,Need advice: What is your fave way to teach calendar/time to #MiddleSchool #MLL #ESL #EAL? @ValentinaESL @CaterinaTeach @MsSalvac @KatieToppel @OrlyKlapholz @PLN365 @PD4uandme #CrazyPLN #ELLchat,,en,2.0,Sat Jul 10 00:45:01 +0000 2021,"['MiddleSchool', 'MLL', 'ESL', 'EAL']",False,False,True,False,False
6862,ScottPhysEd,"Need to update your #physed class rules next school year and add an #SEL component? Check out the Classroom Environments section of Best Practices for templates, tips, and guides! We are #teachershelpingteachers! https://t.co/45PVwws8Fg https://t.co/gF92ozqtHm","Fontana, CA",en,4.0,Sat Jul 10 00:45:06 +0000 2021,"['physed', 'SEL']",True,False,False,False,False
6866,GuitarsNSuch,"@DailyMail Cannot teach them to read, might as well teach them not to breed? #chicago #public #education #K12","California, USA",en,0.0,Sat Jul 10 00:46:11 +0000 2021,"['chicago', 'public', 'education', 'K12']",False,False,False,False,True
6868,miamibeachPI,"#gold #Luna1 #LunaTheMoonPigSeries1 #EdChat #onomatopoeia #closedrhyme #rhythm #alliteration #prose #sounds #sensations #SEL #language #cute #characters #readingaloud 

Coming Soon! 

Watch 

https://t.co/1PzY2AuQYz https://t.co/DlIXfTF5lY","Miami Beach, FL",en,14.0,Sat Jul 10 00:49:15 +0000 2021,"['gold', 'Luna1', 'LunaTheMoonPigSeries1', 'EdChat', 'onomatopoeia', 'closedrhyme', 'rhythm', 'alliteration', 'prose', 'sounds', 'sensations']",True,False,False,False,False
6870,Carl0sr0que,WCDSB is excited to expand our use of WeVideo as an interdisciplinary tool for student learning. @WCDSBNewswire educators interested in learning more are invited to check out this free opportunity later this July...more learning to come in the 21/22 school year. #WCDSBInnovates,"Cambridge, Ontario",en,6.0,Sat Jul 10 00:50:40 +0000 2021,,False,False,False,False,False
6873,jc_james_clark,"YES, all admin, #teachers, students, visitors, workers, parents/grands+ wanting to enter w/o #mask will hv to show proof of vax. No proof=mask! #K12 hv plans 4 advised weekly testing. #breakthrough #variants https://t.co/Ypj4gn8gVo",United States of America,en,2.0,Sat Jul 10 00:51:05 +0000 2021,"['teachers', 'mask']",False,False,False,False,True
6874,jc_james_clark,Amen! #K12 #fall #mask https://t.co/IQHrlwxgcK,United States of America,en,2.0,Sat Jul 10 00:51:10 +0000 2021,"['K12', 'fall', 'mask']",False,False,False,False,True
6877,JeffBradbury,"Are you looking for new video equipment for your classroom? Check out our review of the new #DL30 camera and M5 Document camera from @AVerInformation

Read more 👉 https://t.co/2mN86TPYKy

#Equipment #Classroom #EdChat #EDTech #K12 #EDU https://t.co/uZiy9ABTvy",Philadelphia Region,en,0.0,Sat Jul 10 00:52:13 +0000 2021,['DL30'],False,False,False,False,True
6879,Eduporium,Different Ways of Looking at How to Use #EdTech https://t.co/gG33pm1upx via @edutopia #edtechchat #edleaders #k12,"Newton, MA",en,0.0,Sat Jul 10 00:55:02 +0000 2021,"['EdTech', 'edtechchat', 'edleaders', 'k12']",False,False,False,False,True
6881,mcschoolsup,#MaricopaCounty attracts residents from around the globe and our student population reflects that. Currently 7% of our students are English Language Learners! #AskWatson #ELL #MaricopaCountystudents https://t.co/9HKQnu60HJ,"Phoenix, AZ",en,0.0,Sat Jul 10 01:00:01 +0000 2021,['MaricopaCounty'],False,False,True,False,False
6884,LisaBiber,Of course he did. 🤩,,en,0.0,Sat Jul 10 01:04:42 +0000 2021,,False,False,False,False,False
6885,nlshaheen,#NFB21 @tvimonique calling for an #intersectional approach to educating #Blind &amp; #LowVision students; pointing out drastic disparities in the educational opportunities afforded to blind children of color; and offering case studies of intersectional approaches #k12,"Normal, IL",en,0.0,Sat Jul 10 01:05:31 +0000 2021,"['NFB21', 'intersectional', 'Blind', 'LowVision']",False,False,False,False,True
6886,nlshaheen,"Finally, pointing out the #Whiteness of the field of #blindness with respect to both who works in the field and the focus of #research conducted. @tvimonique stirring up lots of #GoodTrouble in the field of blindness. #NFB21 #K12","Normal, IL",en,0.0,Sat Jul 10 01:05:32 +0000 2021,"['Whiteness', 'blindness']",False,False,False,False,True
6887,nlshaheen,"Thanks for your leadership, @tvimonique! We appreciate you. You are exactly the kind of ally we need in #k12 #education. May more professionals in the field of #blindness follow your lead! #NFB21","Normal, IL",en,0.0,Sat Jul 10 01:05:32 +0000 2021,['k12'],False,False,False,False,True
6888,JiaoyuCommunity,"Start finding language partners free with
https://t.co/d7E214UPd8
#language #english #education #ielts
#languagelearning #teaching #languages #community
#students #school #college #esl #teacher https://t.co/KWZ6IbKG8K",,en,0.0,Sat Jul 10 01:05:38 +0000 2021,"['language', 'english', 'education', 'ielts']",False,False,True,False,False
6889,NYEdTechTeacher,"The Rise of the #LearningPod: How #COVID19 Spawned a New Industry

#Education #EdTech #Tech #ELearning  #VirtualClassrooms #Learningpods #VirtualClassroom #K12 #Teachers #Teachers  #InstructionalDesign #Curriculum
https://t.co/IuNSmFS56X","New York, NY",en,0.0,Sat Jul 10 01:06:56 +0000 2021,"['LearningPod', 'COVID19', 'Education', 'EdTech', 'Tech', 'ELearning']",False,False,False,False,True
6897,AlmarazDanelle,Check us out and sign up for a tour here: https://t.co/bLjIlpFA8a. #FindYourSpark #sel #socialandemotionallearning #mentalhealth https://t.co/tgnamUNKbf,,en,1.0,Sat Jul 10 01:13:13 +0000 2021,"['FindYourSpark', 'sel', 'socialandemotionallearning']",True,False,False,False,False
6905,jhengstler,#BCEd #k12 leaders—yeah kids might be less likely to die from #COVID19 or may seem to avoid hospitals at 1st —but ‘mild’ &amp; even #asymptomatic cases in kids can turn into #longCOVID —@PeterHotez estimated ~29% of infected kids—&amp; here’s what Swedish #k12 #longCOVID kids have to say,,en,0.0,Sat Jul 10 01:20:15 +0000 2021,"['BCEd', 'k12', 'COVID19']",False,False,False,False,True
6906,lwils1,@peterhreynolds There is scientific evidence that shows integrating social and emotional learning and academia has an overwhelming positive impact on both the core competencies of SEL and academic achievements. You don’t have to give up one at the expense of the other. They go hand-in-hand!,United States,en,0.0,Sat Jul 10 01:20:58 +0000 2021,,False,False,False,False,False
6909,jhengstler,.@JM_Whiteside @BCSTA_President @BCSTA_News @BCSups @BCPVPA @BCCPAC @TeriMooring  @ElizMooreISABC What do you know about #k12 kids &amp; #longCOVID? Read the data from Sweden ⬇️ &amp; elsewhere. Can come from mild or #asymptomatic #COVID19 cases….,,en,0.0,Sat Jul 10 01:23:49 +0000 2021,,False,False,False,False,True
6910,thriveinedu,Getting Students on the Road to Self-Advocacy  https://t.co/thZMZoHjCm #education #teaching #k12 #SEL #learning,PA,en,0.0,Sat Jul 10 01:27:00 +0000 2021,"['education', 'teaching', 'k12', 'SEL', 'learning']",True,False,False,False,True
6912,jhengstler,#BCEd #k12 some #ventilation hacks in face of air quality issues—smoke or #COVID19 esp. with rise of #Delta ⬇️ #iaq,,en,0.0,Sat Jul 10 01:30:00 +0000 2021,"['BCEd', 'k12', 'ventilation', 'COVID19', 'Delta', 'iaq']",False,False,False,False,True
6913,meloniewallace,The latest Techie Worx! https://t.co/eFV9wW0As2 #edchat #k12,"Lake Charles, Louisiana USA",en,0.0,Sat Jul 10 01:30:05 +0000 2021,"['edchat', 'k12']",False,False,False,False,True
6919,FogleHatch,Her presentation balances explanation of the problem and passion to be part of the solution.,"Baltimore, MD",en,0.0,Sat Jul 10 01:35:07 +0000 2021,,False,False,False,False,False
6924,tvimonique,"So much to say, so little time. Didn’t get to touch on the “oh so white world” of published children’s braille books. Study is in production! Much more discussions to come.","New Jersey, USA",en,0.0,Sat Jul 10 01:39:54 +0000 2021,,False,False,False,False,False
6927,MTSScenter,"As Biden’s current budget proposal underscores, the upcoming year will require a greater focus on mental health. It's more than services. It's ensuring that it's part of your comprehensive approach to student and learning supports in Tiers 1, 2, &amp; 3. https://t.co/cisJTsyBRk","AIR - Washington, DC",en,0.0,Sat Jul 10 01:44:00 +0000 2021,,False,False,False,False,False
6928,jhengstler,@ThomasGerbet Are you telling me the #Quebec government has PROMISED #CO2 meters for #k12 classrooms to measure &amp; monitor indoor air quality during #COVID19 for fall 2021? 🤯🤯🤯 @JM_Whiteside @BCSTA_President @BCSups @BCPVPA @TeriMooring @BCCPAC Are you following this ⬆️⬆️,,en,0.0,Sat Jul 10 01:44:03 +0000 2021,"['Quebec', 'CO2', 'k12']",False,False,False,False,True
6930,education_24x7,How to Use Podcasts in Teaching https://t.co/QpnrPOOfyt #edtech via @EdSurge  #education #k12 #edtech #podcastedu,Delhi,en,4.0,Sat Jul 10 01:45:21 +0000 2021,"['edtech', 'education', 'k12', 'edtech', 'podcastedu']",False,False,False,False,True
6932,jhengstler,OMG PLEASE @AdrianaBarton @MBernardoNews @jessicajbalzer @realreporter  @SheilaWang7 look into this⬇️⬇️🤯 Is #QC #k12 supposed to get #CO2 monitors for classrooms to monitor air quality re. #COVID19 for fall 2021? If so why isn’t it happening in #BCEd #k12? @bctf,,en,0.0,Sat Jul 10 01:48:12 +0000 2021,['QC'],False,False,False,False,True
6934,jc_james_clark,OMG PLEASE @AdrianaBarton @MBernardoNews @jessicajbalzer @realreporter  @SheilaWang7 look into this⬇️⬇️🤯 Is #QC #k12 supposed to get #CO2 monitors for classrooms to monitor air quality re. #COVID19 for fall 2021? If so why isn’t it happening in #BCEd #k12? @bctf https://t.co/Ig5tDxqfhR,United States of America,en,1.0,Sat Jul 10 01:50:57 +0000 2021,"['QC', 'k12']",False,False,False,False,True
6936,JREmberton,Will be adding this to the PD choice board 😁,"Scottsville, KY",en,0.0,Sat Jul 10 01:51:13 +0000 2021,,False,False,False,False,False
6940,jhengstler,@ThomasGerbet @JM_Whiteside @BCSTA_President @BCSups @BCPVPA @TeriMooring @BCCPAC I have raised the ready availability &amp; costs of #CO2 meters for checking safety of indoor air quality in #BCEd #k12 re. #COVID19 &amp; #ventilation for somewhere around a YEAR or more now. Why the heck isn’t it part of COMMON  risk management in #BCEd??? Relatively simple…,,en,0.0,Sat Jul 10 01:54:18 +0000 2021,,False,False,False,False,True
6942,Dina0Brien,"This sounds wonderful, however I believe every day should have some time dedicated to SEL. We did it in Morning Meeting and Closing Circle.","Edison, NJ",en,0.0,Sat Jul 10 01:55:17 +0000 2021,,False,False,False,False,False
6943,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Reading #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/ParYbP06ut,,en,0.0,Sat Jul 10 01:57:28 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Reading', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
6944,jhengstler,Someone DM’d me that #Scotland ‘s #k12 have find raised for #CO2 meters for schools…👏🏼👏🏼👏🏼🎖🎖🎖,,en,0.0,Sat Jul 10 01:57:33 +0000 2021,"['Scotland', 'k12', 'CO2']",False,False,False,False,True
6945,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Reading #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/c9uHz1hwkA,,en,0.0,Sat Jul 10 01:57:34 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Reading', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
